chunk_id,document_id,order_index,page,end_page,section,text_len,text
ea73ad6304ed438f7e7d4c59ddd227a1:31,ea73ad6304ed438f7e7d4c59ddd227a1,31,32,,,716,Chương 2 Quản lí tiến trình 1. Tiến trình 1.4. Hợp tác tiến trình l Các tiến trình tuần tự l Điểm bắt đầu của tiến trình này nằm sau điểm kết thúc của tiến trình kia l Các tiến trình song song l Điểm bắt đầu của tiến trình này nằm giữa điểm bắt đầu và kết thúc của tiến trình kia l Độc lập: Không ảnh hưởng tới hoặc bị ảnh hưởng bởi tiến trình khác đang thực hiện trong hệ thống l Có hợp tác: Ảnh hưởng tới hoặc chịu ảnh hưởng bởi tiến trình khác đang thực hiện trong hệ thống l Hợp tác tiến trình nhằm l Chia sẻ thông tin l Tăng tốc độ tính toán: l Module hóa l Tiện dụng l Hợp tác tiến trình đòi hỏi cơ chế cho phép l Truyền thông giữa các tiến trình l Đồng bộ hóa hoạt động của các tiến trình Phân loại tiến trình
ea73ad6304ed438f7e7d4c59ddd227a1:32,ea73ad6304ed438f7e7d4c59ddd227a1,32,33,,,526,"• Hệ thống gồm 2 tiến trình • Producer sản xuất ra các sản phẩm • Consumer tiêu thụ các sản phẩm được sản xuất ra • Ứng dụng • Chương trình in (producer) sản xuất ra các ký tự được tiêu thụ bởi bộ điều khiển máy in (consumer) • Trình dịch (producer) sản xuất ra mã hợp ngữ, trình hợp ngữ (consumer/producer) tiêu thụ mã hợp ngữ rồi sản xuất ra module đối tượng được bộ thực hiện (consumer) tiêu thụ Chương 2 Quản lí tiến trình 1. Tiến trình 1.4. Hợp tác tiến trình Bài toán người sản xuất (producer)-người tiêu thụ(consumer) I"
ea73ad6304ed438f7e7d4c59ddd227a1:33,ea73ad6304ed438f7e7d4c59ddd227a1,33,34,,,724,"• Producer và Consumer hoạt động đồng thời Sử dụng vùng đệm dùng chung (Buffer) chứa sản phẩm được điền vào bởi producer và được lấy ra bởi consumer • IN Vị trí trống kế tiếp trong vùng đệm; • OUT Vị trí đầy đầu tiên trong vùng đệm. • Counter Số sản phẩm trong vùng đệm • Producer và Consumer phải đồng bộ • Consumer không cố gắng tiêu thụ một sản phẩm chưa được sản xuất • Vùng đệm dung lượng vô hạn • Khi Buffer rỗng, Consumer phải đợi • Producer không phải đợi khi đặt sản phẩm vào buffer • Vùng đệm dung lượng hữu hạn • Khi Buffer rỗng, Consumer phải đợi • Producer phải đợi nếu vùng đệm đầy Chương 2 Quản lí tiến trình 1. Tiến trình 1.4. Hợp tác tiến trình Bài toán người sản xuất (producer)-người tiêu thụ(consumer) II"
ea73ad6304ed438f7e7d4c59ddd227a1:34,ea73ad6304ed438f7e7d4c59ddd227a1,34,35,,,465,while(1) { /*produce an item in nextProduced*/ while (Counter == BUFFER_SIZE) ; /*do nothing*/ Buffer[IN] = nextProduced; IN = (IN + 1) % BUFFER_SIZE; Counter++; } while(1){ while(Counter == 0) ; /*do nothing*/ nextConsumed = Buffer[OUT]; OUT =(OUT + 1) % BUFFER_SIZE; Counter--; /*consume the item in nextConsumed*/ } Chương 2 Quản lí tiến trình 1. Tiến trình 1.4. Hợp tác tiến trình Bài toán người sản xuất (producer)-người tiêu thụ(consumer) II Producer Consumer
ea73ad6304ed438f7e7d4c59ddd227a1:35,ea73ad6304ed438f7e7d4c59ddd227a1,35,36,,,221,Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình * Khái niệm tiến trình * Điều phối tiến trình (Process Scheduling) * Thao tác trên tiến trình * Hợp tác tiến trình * Truyền thông liên tiến trình
ea73ad6304ed438f7e7d4c59ddd227a1:36,ea73ad6304ed438f7e7d4c59ddd227a1,36,37,,,574,Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình • Dùng mô hình bộ nhớ phân chia • Các tiến trình chia sẻ vùng nhớ chính • Mã cài đặt được viết tường minh bởi người lập trình ứng dụng • Ví dụ: Bài toán Producer-Consumer • Dùng mô hình truyền thông liên tiến trình (Interprocess communication) • Là cơ chế cho phép các tiến trình truyền thông và đồ ng bộ các hoạt động • Thường được sử dụng trong các hệ phân tán khi các tiến trình truyền thông nằm trên các máy khác nhau (chat) • Đảm bảo bởi hệ thống truyền thông điệp Trao đổi giữa các tiến trình
ea73ad6304ed438f7e7d4c59ddd227a1:37,ea73ad6304ed438f7e7d4c59ddd227a1,37,38,,,575,"Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình • Cho phép các tiến trình trao đổi với nhau không qua sử dụng các biến phân chia • Yêu cầu 2 thao tác cơ bản • Send (msg) Các msg có kích thước cố định hoặc thay đổi • Cố định : dễ cài đặt mức hệ thống, nhiệm vụ lập trình khó • Thay đổi: cài đặt mức hệ thống phức tạp, lập trình đơn giản • Receive (msg) • Nếu 2 tiến trình P và Q muốn trao đổi, chúng cần • Thiết lập một liên kết truyền thông (vật lý/logic) giữa chúng • Trao đổi các messages nhờ các thao tác send/receive Hệ thống truyền thông điệp"
ea73ad6304ed438f7e7d4c59ddd227a1:38,ea73ad6304ed438f7e7d4c59ddd227a1,38,39,,,374,Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình lCác vấn đề cài đặt l Các liên kết được thiết lập như thế nào? l Một liên kết có thể dùng cho nhiều hơn 2 tiến trình? l Bao nhiêu liên kết có thể tồn tại giữa mọi cặp tiến trình? l Kích thước thông báo mà liên kết chấp nhận cố định/thay đổi? l Liên kết một hay hai chiều? Hệ thống truyền thông điệp
ea73ad6304ed438f7e7d4c59ddd227a1:39,ea73ad6304ed438f7e7d4c59ddd227a1,39,40,,,515,"Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình lCác tiến trình phải gọi tên tiến trình nhận/gửi một cách tường minh l send (P, message) - gửi một thống báo tới tiến trình P l receive(Q, message) - Nhận một thông báo từ tiến trình Q lTính chất của liên kết truyền thông l Các liên kết được thiết lập tự động l Một liên kết gắn chỉ với cặp tiến trình truyền thông l Chỉ tồn tại một liên kết giữa cặp tiến trình l Liên kết có thể là một chiều, nhưng thường hai chiều Truyền thông trực tiếp"
ea73ad6304ed438f7e7d4c59ddd227a1:40,ea73ad6304ed438f7e7d4c59ddd227a1,40,41,,,689,"Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình l Các thông điệp được gửi/nhận tới/từ các hòm thư (mailboxes), cổng (ports) l Mỗi hòm thư có định danh duy nhất l Các tiến trình có thể trao đổi nếu chúng dùng chung hòm thư l Tính chất các liên kết l Các liên kết được thiết lập chỉ khi các tiến trình dùng chung hòm thư l Một liên kết có thể được gắn với nhiều tiến trình l Mỗi cặp tiến trình có thể dùng chung nhiều liên kết truyền thông l Liên kết có thể một hay hai chiều l Các thao tác l Tạo hòm thư l Gửi/nhận thông báo qua hòm thư l send(A, msg): Gửi một msg tới hòm thư A l receive(A, msg): Nhận một msg từ hòm thư A lHủy bỏ hòm thư Truyền thông gián tiếp"
ea73ad6304ed438f7e7d4c59ddd227a1:41,ea73ad6304ed438f7e7d4c59ddd227a1,41,42,,,671,"Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình l Truyền thông điệp có thể phải chờ đợi (blocking), hoặc không chờ đợi (non blocking) l Blocking Truyền thông đồng bộ l Non-blocking Truyền thông không đồng bộ l Các thủ tục send() và receive() có thể bị chờ đợi hoặc không chờ đợi l Blocking send Tiến trình gửi thông báo và đợi cho tới khi msg được nhận bởi tiến trình nhận hoặc bởi hòm thư l Non blockking send Tiến trình gửi thông báo và tiếp tục làm việc l Blocking receive Tiến trình nhận phải đợi cho tới khi có thông báo l Non-blocking receive Tiến trình nhận trả về hoặc một thông báo có giá trị, hoặc một giá trị null Vấn đề đồng bộ hoá"
ea73ad6304ed438f7e7d4c59ddd227a1:42,ea73ad6304ed438f7e7d4c59ddd227a1,42,43,,,695,"Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình • Các thông điệp trao đổi giữa các tiến trình được lưu trong hàng đợi tạm thời • Hàng đợi có thể được cài đặt theo • Khả năng chứa 0 (Zero capacity): Độ dài hàng đợi là 0 • Không tồn tại thông điệp trong đường liên kết ⇒ Sender phải đợi cho t ới khi thông điệp được nhận • Khả năng chứa có giới hạn(Bound capacity) • Hàng đợi có độ dài n ⇒ chứa nhiều nhất n thông điệp • Nếu hàng đợi không đầy, thông điệp sẽ được lưu vào trong vùng đệm và Sender tiếp tục bình thường • Nếu hàng đợi đầy, sender phải đợi cho tới khi có chỗ trống • Khả năng chứa không giới hạn (Unbound capacity) • Sender không bao giờ phải đợi Vùng đệm"
ea73ad6304ed438f7e7d4c59ddd227a1:43,ea73ad6304ed438f7e7d4c59ddd227a1,43,44,,,124,Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình Windows XP Truyền thông điệp giữa các tiến trình
ea73ad6304ed438f7e7d4c59ddd227a1:44,ea73ad6304ed438f7e7d4c59ddd227a1,44,45,,,658,"Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình • Được xem như đầu mút cho truyền thông, qua đó các ứng dụng g ửi/nhận dữ liệu qua mạng • Truyền thông thực hiện giữa các cặp Sockets • Bao gồm cặp địa chỉ IP và cổng. Ví dụ: 161.25.19.8:1625 • Địa chỉ IP: Địa chỉ của máy trong mạng • Cổng (port): Định danh tiến trình tham gia trao đổi trên máy • Các loại sockets • Stream Socket: Dựa trên giao thức TCP/IP →Truyền dữ liệu tin cậy • Datagram Socket: Dựa trên giao thức UDP/IP →Truyền dữ liệu không tin cậy • Win32 API: Winsock • Windows Sockets Application Programming Interface Truyền thông trong hệ thống Client-Server với Socket"
ea73ad6304ed438f7e7d4c59ddd227a1:45,ea73ad6304ed438f7e7d4c59ddd227a1,45,46,,,112,Chương 2 Quản lí tiến trình 1. Tiến trình 1.5. Truyền thông liên tiến trình Thiết lập quá trình trao đổi dữ liệu
