chunk_id,document_id,order_index,page,end_page,section,text_len,text
1e8e6c622bfb571b0b783d8347182318:10,1e8e6c622bfb571b0b783d8347182318,10,11,,,369,"extern int x,y; extern void toto(); int main(){ toto() printf() } main.c int y=10; M1.c int x; extern int y; toto() M2.c Compiler (tcc -c) x y toto printf main.o [y←10] M1.o [x] y [toto] M2.o Thư viện [printf] Link (tlink) Header [y←10] [x] [printf] - - [toto] xy toto printf x y Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.1 Ví dụ Quá trình biên dịch toto project toto.exe"
1e8e6c622bfb571b0b783d8347182318:11,1e8e6c622bfb571b0b783d8347182318,11,12,,,112,lVí dụ lBộ nhớ và chương trình lLiên kết địa chỉ lCác cấu trúc chương trình Chương 3 Quản lý bộ nhớ 1. Tổng quan
1e8e6c622bfb571b0b783d8347182318:12,1e8e6c622bfb571b0b783d8347182318,12,13,,,594,"l Bộ nhớ là tài nguyên quan trọng của hệ thống l Chương trình phải nằm trong bộ nhớ trong để thực hiện l Bộ nhớ được đặc trưng bởi kích thước và tốc độ truy nhập l Bộ nhớ được phân cấp theo tốc độ truy nhập Loại bộ nhớ Kích thước Tốc độ Thanh ghi (Registers) Cache trên VXL Cache mức 2 Bộ nhớ chính Bộ nhớ lưu trữ (Disk) Băng từ, đĩa quang bytes Kilo Bytes KiloByte-MegaByte MegaByte-GigaByte GigaByte-Terabytes Không giới hạn Tốc độ CPU(ηs) 10 nano seconds 100 nanoseconds e Micro-seconds Mili-Seconds 10 Seconds Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.2 Bộ nhớ và chương trình Phân cấp bộ nhớ"
1e8e6c622bfb571b0b783d8347182318:13,1e8e6c622bfb571b0b783d8347182318,13,14,,,262,"00000 00001 FFFFE FFFFF Memory l Dùng lưu trữ dữ liệu và chương trình l Là mảng các ô nhớ kiểu bytes, words l Mỗi ô nhớ có một địa chỉ riêng l Địa chỉ vật lý: địa chỉ x/hiện ở chân VXL Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.2 Bộ nhớ và chương trình Bộ nhớ chính"
1e8e6c622bfb571b0b783d8347182318:14,1e8e6c622bfb571b0b783d8347182318,14,15,,,483,"l Tồn tại trên thiết bị lưu trữ ngoài l Là các file nhị phân thực thi được l Vùng tham số file l Lệnh máy (mã nhị phân), l Vùng dữ liệu (biến toàn cục), . . l Phải được đưa vào bộ nhớ trong và được đặt trong một tiến trình để thực hiện (tiến trình thực hiện chương trình) l Hàng đợi vào (input queue) l Tập các tiến trình ở bộ nhớ ngoài (thông thường: disk) l Đợi để được đưa vào bộ nhớ trong và thực hiên Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.2 Bộ nhớ và chương trình Chương trình"
1e8e6c622bfb571b0b783d8347182318:15,1e8e6c622bfb571b0b783d8347182318,15,16,,,870,"l Nạp chương trình vào bộ nhớ l Đọc và phân tích (dịch) file thực thi (VD file *.com, file *.exe) l Xin vùng nhớ để nạp chương trình từ file trên đĩa l Thiết lập các tham số, các thanh ghi tới giá trị thích hợp l Thực thi chương trình l CPU lấy các lệnh trong bộ nhớ tại vị trí được xác định bởi bộ đếm chương trình (Program counter) l Cặp thanh ghi CS:IP với VXL họ Intel (Ví dụ : 80x86) l CPU giải mã lệnh l Có thể lấy thêm toán hạng từ bộ nhớ l Thực hiện lệnh với toán hạng l Nếu cần thiết, lưu kết quả vào bộ nhớ tại một địa chỉ xác định l Thực hiện xong l Giải phóng vùng không gian nhớ dành cho chương trình l Vấn đề l Chương trình có thể được nạp vào vị trí bất kỳ trong bộ nhớ l Khi thực hiện chương trình sinh ra chuỗi địa chỉ bộ nhớ l Truy nhập địa chỉ bộ nhớ như thế nào? Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.2 Bộ nhớ và chương trình Thực hiện chương trình"
1e8e6c622bfb571b0b783d8347182318:16,1e8e6c622bfb571b0b783d8347182318,16,17,,,112,lVí dụ lBộ nhớ và chương trình lLiên kết địa chỉ lCác cấu trúc chương trình Chương 3 Quản lý bộ nhớ 1. Tổng quan
1e8e6c622bfb571b0b783d8347182318:17,1e8e6c622bfb571b0b783d8347182318,17,18,,,299,Bộ nhớ trong Chương trình nguồn Dịch Nạp Chương trình trong bộ nhớ Các modul đối tượng khác Thư viện hệ thống Thư viện hệ thống được nạp động 20/ 96 Liên kết Modul đối tượng Modul thực hiện Liên kết động Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.3 Liên kết địa chỉ Các bước xử lý chương trình ứng dụng
1e8e6c622bfb571b0b783d8347182318:18,1e8e6c622bfb571b0b783d8347182318,18,19,,,774,"l Địa chỉ biểu tượng (symbolic) l Là tên của đối tượng trong chương trình nguồn l Ví dụ: counter, x, y,... l Địa chỉ tương đối l Sinh ra từ địa chỉ biểu tượng trong giai đoạn dịch (compiler) l Là vị trí tương đối của đối tượng kể từ đầu modul l Byte thứ 10 kể từ đầu modul l EB08 ⇒ JMP +08: Nhảy tới vị trí cách vị trí hiện tại 8 ô l Địa chỉ tuyệt đối l Sinh ra từ địa chỉ tương đối trong giai đoạn nạp chương trình thực thi vào bộ nhớ để thực hiện l Với PC: địa chỉ tương đối <Seg :Ofs>→ Seg * 16+Ofs l Là địa chỉ của đối tượng trong bộ nhớ vật lý-địa chỉ vật lý l Ví dụ: JMP 010A⇒ Nhảy tới ô nhớ có vị trí 010Ah tại cùng đoạn mã lệnh (CS) l Nếu CS=1555h, sẽ đi tới vị trí: 1555h*10h+010Ah =1560Ah Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.3 Liên kết địa chỉ Các kiểu địa chỉ"
1e8e6c622bfb571b0b783d8347182318:19,1e8e6c622bfb571b0b783d8347182318,19,20,,,804,Xác định địa chỉ câu lệnh và dữ liệu trong bộ nhớ có thể thực hiện tại các giai đoạn khác nhau khi xử lý chương trình ứng dụng l Giai đoạn dịch: l Sử dụng khi biết chương trình sẽ nằm ở đâu trong bộ nhớ l Khi dịch sẽ sinh ra mã (địa chỉ) tuyệt đối l Phải dịch lại khi vị trí bắt đầu thay đổi l Thời điểm nạp: l Sử dụng khi không biết c/trình sẽ nằm ở đâu trong bộ nhớ l Các đối tượng được dịch ra sẽ mang địa chỉ tương đối l Xác định địa chỉ được hoãn lại tới khi khi nạp chương trình vào bộ nhớ l Trong khi thực hiện: l S/dụng khi các tiến trình có thể thay đổi vị trí trong khi t/hiện l Xác định địa chỉ được hoãn lại tới khi thực thi chương trình l Thường đòi hỏi trợ giúp từ phần cứng l Được sử dụng trong nhiều hệ điều hành Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.3 Liên kết địa chỉ Xác định địa chỉ
1e8e6c622bfb571b0b783d8347182318:20,1e8e6c622bfb571b0b783d8347182318,20,21,,,423,"l Địa chỉ logic (địa chỉ ảo) l Được sinh ra trong tiến trình, (CPU đưa ra) l Được khối quản lý bộ nhớ (MMU) chuyển sang địa chỉ vật lý khi truy nhập tới đối tượng trong chương trình l Địa chỉ vật lý l Địa chỉ của một phần tử (byte/word) của bộ nhớ l Tương ứng với địa chỉ logic được CPU đưa ra l Chương trình làm việc với địa chỉ logic Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.3 Liên kết địa chỉ Địa chỉ vật lý-địa chỉ logic"
1e8e6c622bfb571b0b783d8347182318:21,1e8e6c622bfb571b0b783d8347182318,21,22,,,142,lVí dụ lBộ nhớ và chương trình lLiên kết địa chỉ lCác cấu trúc chương trình Chương 3 Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình
1e8e6c622bfb571b0b783d8347182318:22,1e8e6c622bfb571b0b783d8347182318,22,23,,,162,25/ 96 ① Cấu trúc tuyến tính ② Cấu trúc nạp động ③ Cấu trúc liên kết động ④ Cấu trúc Overlays Chương 3: Quản lý bộ nhớ 1. Tổng quan 1. 4 Các cấu trúc chương trình
1e8e6c622bfb571b0b783d8347182318:23,1e8e6c622bfb571b0b783d8347182318,23,24,,,352,"M0 M1 M2 M3 Biên tập M0 M1 M2 M3 l Sau khi biên tập, các modul được tập hợp thành một chương trình hoàn thiện l Chứa đầy đủ các thông tin để có thể thực hiện được l Các biến trỏ ngoài đã thay bằng giá trị cụ thể l Để thực hiện, chỉ cần định vị một lần trong bộ nhớ Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc tuyến tính"
1e8e6c622bfb571b0b783d8347182318:24,1e8e6c622bfb571b0b783d8347182318,24,25,,,397,"27/ 96 l Ưu điểm l Đơn giản, dễ tổ chức biên tập và định vị chương trình l Thời gian thực hiện nhanh l Tính lưu động cao l Nhược điểm l Lãng phí bộ nhớ l Không phải toàn bộ chương trình đều cần thiết cho thực hiện chương trình l Không thực hiện được chương trình có kích thước lớn hơn kích thước bộ nhớ vật lý Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc tuyến tính"
1e8e6c622bfb571b0b783d8347182318:25,1e8e6c622bfb571b0b783d8347182318,25,26,,,142,M0 M1 M2 M3 Hệ điều hành l Mỗi modul được biên tập riêng Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động
1e8e6c622bfb571b0b783d8347182318:26,1e8e6c622bfb571b0b783d8347182318,26,27,,,192,"M0 M1 M2 M3 Hệ điều hành M0 l Mỗi modul được biên tập riêng l Khi thực hiện, hệ thống sẽ định vị modul gốc Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động"
1e8e6c622bfb571b0b783d8347182318:27,1e8e6c622bfb571b0b783d8347182318,27,28,,,251,"M0 M1 M2 M3 Hệ điều hành M0 M1 l Mỗi modul được biên tập riêng l Khi thực hiện, hệ thống sẽ định vị modul gốc l Cần tới modul nào sẽ xin bộ nhớ và giải nạp modul vào Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động"
1e8e6c622bfb571b0b783d8347182318:28,1e8e6c622bfb571b0b783d8347182318,28,29,,,254,"M0 M1 M2 M3 Hệ điều hành M0 M1 M2 l Mỗi modul được biên tập riêng l Khi thực hiện, hệ thống sẽ định vị modul gốc l Cần tới modul nào sẽ xin bộ nhớ và giải nạp modul vào Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động"
1e8e6c622bfb571b0b783d8347182318:29,1e8e6c622bfb571b0b783d8347182318,29,30,,,352,"M0 M1 M2 M3 Hệ điều hành M0 M1 M2 l Mỗi modul được biên tập riêng l Khi thực hiện, hệ thống sẽ định vị modul gốc l Cần tới modul nào sẽ xin bộ nhớ và giải nạp modul vào l Khi sử dụng xong một modul, hoặc khi thiếu vùng nhớ sẽ đưa nhưng modul không cần thiết ra ngoài Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động"
1e8e6c622bfb571b0b783d8347182318:30,1e8e6c622bfb571b0b783d8347182318,30,31,,,349,"M0 M1 M2 M3 Hệ điều hành M0 M3 l Mỗi modul được biên tập riêng l Khi thực hiện, hệ thống sẽ định vị modul gốc l Cần tới modul nào sẽ xin bộ nhớ và giải nạp modul vào l Khi sử dụng xong một modul, hoặc khi thiếu vùng nhớ sẽ đưa nhưng modul không cần thiết ra ngoài Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động"
1e8e6c622bfb571b0b783d8347182318:31,1e8e6c622bfb571b0b783d8347182318,31,32,,,414,Ưu điểm l Có thể sử dụng vùng nhớ nhiều hơn phần dành cho chương trình l Hiệu quả sử dụng bộ nhớ cao nếu quản lý tốt Nhược điểm l Tốc độ thực hiện chậm l Sai lầm sẽ dẫn tới lãng phí bộ nhớ và tăng thời gian thực hiện l Yêu cầu người sử dụng phải nạp và xóa các modul l Người dùng phải nắm rõ hệ thống l Giảm tính lưu động 29/ 96 Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc nạp động
1e8e6c622bfb571b0b783d8347182318:32,1e8e6c622bfb571b0b783d8347182318,32,33,,,431,"M toto() toto() M toto l Các liên kết sẽ hoãn lại cho tới khi thực hiện chương trình l Một phần của đoạn mã (stub) được sử dụng để tìm kiếm thủ tục tương ứng trong thư viện trong bộ nhớ l Khi tìm thấy, stub sẽ được thay thế với địa chỉ của thủ tục và thực hiện thủ tục l Hữu ích cho xây dựng thư viện Hệ điều hành Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc liên kết động (DLL:Dynamic-link library)"
1e8e6c622bfb571b0b783d8347182318:33,1e8e6c622bfb571b0b783d8347182318,33,34,,,782,"l Modul được chia thành các mức l Mức 0 chứa modul gốc, nạp và định vị chương trình l Mức 1 chứa các Modul được gọi từ những modul ở mức 0 và không đồng thời tồn tại l . . . l Bộ nhớ cũng được chia thành mức ứng với mức chương trình l Kích thước bằng kích thước của modul lớn nhất cùng mức l Để có cấu trúc Overlay, cần cung cấp thêm các thông tin l Chương trình bao nhiêu mức, mỗi mức gồm những modul nào l Thông tin cung cấp lưu trong file (sơ đồ overlay) l Modul mức 0 được biên tập thành file thực thi riêng l Khi thực hiện chương trình l Nạp modul mức 0 như chương trình tuyến tính l Cần tới modul khác, sẽ nạp modul vào mức bộ nhớ tương ứng l Nếu có modul đồng mức tồn tại, đưa ra bên ngoài Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays"
1e8e6c622bfb571b0b783d8347182318:34,1e8e6c622bfb571b0b783d8347182318,34,35,,,85,Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:35,1e8e6c622bfb571b0b783d8347182318,35,36,,,114,M0 80K 80K 120K Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:36,1e8e6c622bfb571b0b783d8347182318,36,37,,,117,M0 80K M1 80K 120K Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:37,1e8e6c622bfb571b0b783d8347182318,37,38,,,121,M0 80K M1 80K M11 120K Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:38,1e8e6c622bfb571b0b783d8347182318,38,39,,,125,80K 80K 120K M0 M1 M11 M11 Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:39,1e8e6c622bfb571b0b783d8347182318,39,40,,,121,M0 80K M1 80K M12 120K Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:40,1e8e6c622bfb571b0b783d8347182318,40,41,,,124,80K 80K 120K M0 M1 M12 M1 Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:41,1e8e6c622bfb571b0b783d8347182318,41,42,,,125,M 1 M0 80K M2 80K M12 120K Bộ nhớ trong Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays
1e8e6c622bfb571b0b783d8347182318:42,1e8e6c622bfb571b0b783d8347182318,42,43,,,635,"l Cho phép dùng chương trình có kích thước lớn hơn kích thước hệ điều hành dành cho l Yêu cầu người sử dụng cung cấp các thông tin phụ l Hiệu quả sử dụng phụ thuộc vào các thông tin được cung cấp l Hiệu quả sử dụng bộ nhớ phụ thuộc cách tổ chức các modul trong chương trình l Nếu tồn tại một modul có kích thước lớn hơn các modul khác cùng mức rất nhiều ⇒Hiệu quả giảm rõ rệt l Quá trình nạp các modul là động, nhưng chương trình có tính chất tĩnh ⇒Không thay đổi trong các lần thực hiện l Cung cấp thêm bộ nhớ tự do, hiệu quả vẫn không đổi Chương 3: Quản lý bộ nhớ 1. Tổng quan 1.4 Các cấu trúc chương trình Cấu trúc Overlays:Nhận xét"
1e8e6c622bfb571b0b783d8347182318:43,1e8e6c622bfb571b0b783d8347182318,43,44,,,53,34/ 96 Chương 3: Quản lý bộ nhớ 1. Tổng quan Kết luận
1e8e6c622bfb571b0b783d8347182318:44,1e8e6c622bfb571b0b783d8347182318,44,45,,,111,①Tổng quan ②Các chiến lược quản lý bộ nhớ ③Bộ nhớ ảo ④Quản lý bộ nhớ trong VXL họ Intel Chương 3 Quản lý bộ nhớ
1e8e6c622bfb571b0b783d8347182318:45,1e8e6c622bfb571b0b783d8347182318,45,46,,,203,lChiến lược phân chương cố định lChiến lược phân chương động lChiến lược phân đoạn lChiến lược phân trang lChiến lược kết hợp phân đoạn-phân trang Chương 3 Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ
1e8e6c622bfb571b0b783d8347182318:46,1e8e6c622bfb571b0b783d8347182318,46,47,,,529,Hệ điều hành Chương1 Chương2 Chương3 Process Size time P1 120 20 P2 80 15 P3 70 5 P4 50 5 P5 140 12 Hàng đợi l Bộ nhớ được chia thành n phần l Mỗi phần gọi là một chương (partition) l kích thước: không nhất thiết phải bằng nhau l được sử dụng như một vùng nhớ độc lập l Tại một thời điểm chỉ cho phép một chương trình tồn tại l Các chương trình nằm trong vùng nhớ cho tới khi kết thúc l Ví dụ: Xét hệ thống: 0 150 300 500 600 Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.1 Chiến lược phân chương cố định Nguyên tắc
1e8e6c622bfb571b0b783d8347182318:47,1e8e6c622bfb571b0b783d8347182318,47,48,,,660,"l Đơn giản, dễ tổ chức bảo vệ l Chương trình và vùng nhớ có một khóa bảo vệ l So sánh 2 khóa với nhau khi nạp chương trình l Giảm thời gian tìm kiếm l Phải sao các modul điều khiển ra làm nhiều bản và lưu ở nhiều nơi l Hệ số song song không thể vượt quá n l Bị phân đoạn bộ nhớ l Kích thước chương trình lớn hơn kích thước chương lớn nhất l Tổng bộ nhớ tự do còn lớn, nhưng không dùng để nạp các chương trình khác ⇒Sửa lại cấu trúc chương, kết hợp một số chương kề nhau l Áp dụng l Thường dùng cho quản lý các đĩa dung lượng lớn l Hệ điều hành OS/360 của IBM Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.1 Chiến lược phân chương cố định Nhận xét"
1e8e6c622bfb571b0b783d8347182318:48,1e8e6c622bfb571b0b783d8347182318,48,49,,,203,lChiến lược phân chương cố định lChiến lược phân chương động lChiến lược phân đoạn lChiến lược phân trang lChiến lược kết hợp phân đoạn-phân trang Chương 3 Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ
1e8e6c622bfb571b0b783d8347182318:49,1e8e6c622bfb571b0b783d8347182318,49,50,,,749,Chỉ có một danh sách quản lý bộ nhớ tự do l Thời điểm ban đầu toàn bộ bộ nhớ là tự do với các tiến trình ⇒ vùng trống lớn nhất (hole) l Khi một tiến trình yêu cầu bộ nhớ l Tìm trong DS vùng trống một phần tử đủ lớn cho yêu cầu l Nếu tìm thấy l Vùng trống được chia thành 2 phần l Một phần cung cấp theo yêu cầu l Một phần trả lại danh sách vùng trống tự do l Nếu không tìm thấy l Phải chờ tới khi có được một vùng trống thỏa mãn l Cho phép tiến trình khác trong hàng đợi thực hiện (nếu độ ưu tiên đảm bảo) l Khi một tiến trình kết thúc l Vùng nhớ chiếm được trả về DS quản lý vùng trống tự do l Kết hợp với các vùng trống khác liên kề nếu cần thiết Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Nguyên tắc
1e8e6c622bfb571b0b783d8347182318:50,1e8e6c622bfb571b0b783d8347182318,50,51,,,228,0 400 2560 Process Size time P1 600 10 P2 1000 5 P3 300 20 P4 700 8 P5 500 15 File đợi 0 400 2560 ? Hệ điều hành Hệ điều hành Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Bộ nhớ chính
1e8e6c622bfb571b0b783d8347182318:51,1e8e6c622bfb571b0b783d8347182318,51,52,,,297,Có nhiều chiến lược lựa chọn vùng trống cho yêu cầu First Fit : Vùng trống đầu tiên thỏa mãn Best Fit : Vùng trống vừa vặn nhất Worst Fit : Vùng trống kích thước lớn nhất Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Chiến lược lựa chọn vùng trống tự do
1e8e6c622bfb571b0b783d8347182318:52,1e8e6c622bfb571b0b783d8347182318,52,53,,,322,"l Giả sử các vùng bộ nhớ còn trống có kích thước 100K, 500K, 200K, 300K, and 600K (theo thứ tự), l First-fit, Best-fit, and Worst-fit Sẽ nạp các tiến trình 212K, 417K, 112K, and 426K như thế nào? Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Chiến lược lựa chọn vùng trống tự do"
1e8e6c622bfb571b0b783d8347182318:53,1e8e6c622bfb571b0b783d8347182318,53,54,,,470,Nguyên tắc: Chia đôi liên tiếp vùng trống tự do cho tới khi thu được vùng trống nhỏ nhất thỏa mãn Cung cấp cho yêu cầu n bytes l Chia vùng trống tìm được thành 2 khối bằng nhau (gọi là buddies) l Tiếp tục chia vùng trống phía trên thành 2 phần cho tới khi đạt vùng trống nhỏ nhất kích thước lớn hơn n Ví dụ l Vùng trống 16K Bytes l Yêu cầu 735 Bytes Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Buddy Allocation: Cung cấp nhớ
1e8e6c622bfb571b0b783d8347182318:54,1e8e6c622bfb571b0b783d8347182318,54,55,,,470,Nguyên tắc: Chia đôi liên tiếp vùng trống tự do cho tới khi thu được vùng trống nhỏ nhất thỏa mãn Cung cấp cho yêu cầu n bytes l Chia vùng trống tìm được thành 2 khối bằng nhau (gọi là buddies) l Tiếp tục chia vùng trống phía trên thành 2 phần cho tới khi đạt vùng trống nhỏ nhất kích thước lớn hơn n Ví dụ l Vùng trống 16K Bytes l Yêu cầu 735 Bytes Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Buddy Allocation: Cung cấp nhớ
1e8e6c622bfb571b0b783d8347182318:55,1e8e6c622bfb571b0b783d8347182318,55,56,,,470,Nguyên tắc: Chia đôi liên tiếp vùng trống tự do cho tới khi thu được vùng trống nhỏ nhất thỏa mãn Cung cấp cho yêu cầu n bytes l Chia vùng trống tìm được thành 2 khối bằng nhau (gọi là buddies) l Tiếp tục chia vùng trống phía trên thành 2 phần cho tới khi đạt vùng trống nhỏ nhất kích thước lớn hơn n Ví dụ l Vùng trống 16K Bytes l Yêu cầu 735 Bytes Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Buddy Allocation: Cung cấp nhớ
1e8e6c622bfb571b0b783d8347182318:56,1e8e6c622bfb571b0b783d8347182318,56,57,,,470,Nguyên tắc: Chia đôi liên tiếp vùng trống tự do cho tới khi thu được vùng trống nhỏ nhất thỏa mãn Cung cấp cho yêu cầu n bytes l Chia vùng trống tìm được thành 2 khối bằng nhau (gọi là buddies) l Tiếp tục chia vùng trống phía trên thành 2 phần cho tới khi đạt vùng trống nhỏ nhất kích thước lớn hơn n Ví dụ l Vùng trống 16K Bytes l Yêu cầu 735 Bytes Chương 3: Quản lý bộ nhớ 2. Các chiến lược quản lý bộ nhớ 2.2 Chiến lược phân chương động Buddy Allocation: Cung cấp nhớ
