chunk_id,document_id,order_index,page,end_page,section,text_len,text
a3aa8203ae0398a1ef263322bcadebc3:13,a3aa8203ae0398a1ef263322bcadebc3,13,14,,,785,"Giao tiếp thiết bị ngoại vi với hệ điều hành Chương 5: Quản lý vào ra 1. Nguyên tắc chung 1.1 Giới thiệu l Sau khi HĐH gửi yêu cầu ra tbnv, HĐH cần phải biết l Tbnv hoàn thành yêu cầu vào ra l Tbnv gặp lỗi l Có thể thực hiện theo 2 p/pháp Ngắt và thăm dò l Ngắt (I/O interrupts) l Tbnv phát sinh ra 1 tín hiệu ngắt để báo cho CPU biết l IRQ: Đường dẫn vật lý đến bộ quản lý ngắt l Ánh xạ các tín hiệu IRQ thành các vector ngắt l Gọi tới chương trình xử lý ngắt l Thăm dò (polling) l HĐH chu kỳ kiểm tra thanh ghi trạng thái của thiết bị l Lãng phí chu kỳ thăm dò nếu thao tác vào ra không thường xuyên l Các thiệt bị hiện thời có thể kết hợp cả 2 p/pháp (VD Các thiết bị mạng băng thông cao) l Ngắt khi gói tin đầu tiên tới l Thăm dò với các gói tin tiếp theo cho tới khi vùng đệm rỗng"
a3aa8203ae0398a1ef263322bcadebc3:14,a3aa8203ae0398a1ef263322bcadebc3,14,15,,,76,lGiới thiệu lNgắt và xử lý ngắt Chương 5: Quản lý vào ra 1. Nguyên tắc chung
a3aa8203ae0398a1ef263322bcadebc3:15,a3aa8203ae0398a1ef263322bcadebc3,15,16,,,336,Khái niệm ngắt Chương 5: Quản lý vào ra 1. Nguyên tắc chung 1.2 Ngắt và xử lý ngắt Ngắt là phương tiện để cho các thiết bị khác trong hệ thống báo cho processor biết trạng thái của nó Ngắt là hiện tượng dừng đột xuất chương trình để chuyển sang thực hiện chương trình khác ứng với một sự kiện nào đó xảy ra l Ngắt >< chương trình con !?
a3aa8203ae0398a1ef263322bcadebc3:16,a3aa8203ae0398a1ef263322bcadebc3,16,17,,,276,Phân loại ngắt Chương 5: Quản lý vào ra 1. Nguyên tắc chung 1.2 Ngắt và xử lý ngắt l Theo nguồn gốc l Ngắt bên trong l Ngắt bên ngoài l Theo thiết bị l Ngắt cứng l Ngắt mềm l Theo khả năng quản lý l Ngắt che được l Ngắt không che được l Theo thời điểm ngắt l Yêu cầu l Báo cáo
a3aa8203ae0398a1ef263322bcadebc3:17,a3aa8203ae0398a1ef263322bcadebc3,17,18,,,358,Xử lý ngắt Chương 5: Quản lý vào ra 1. Nguyên tắc chung 1.2 Ngắt và xử lý ngắt ① Ghi nhận đặc trưng sự kiện gây ngắt vào ô nhớ cố định ② Ghi nhận trạng thái của tiến trình bị ngắt ③ Chuyển địa chỉ của chương trình xử lý ngắt vào thanh ghi con trỏ lệnh l Sử dụng bảng vector ngắt (IBM-PC) ④ Thực hiện chương trình xử lý ngắt ⑤ Khôi phục lại tiến trình bị ngắt
a3aa8203ae0398a1ef263322bcadebc3:18,a3aa8203ae0398a1ef263322bcadebc3,18,19,,,99,①Nguyên tắc quản lý chung ②Dịch vụ vào ra của hệ thống ③Hệ thống vào ra đĩa Chương 5 Quản lý vào ra
a3aa8203ae0398a1ef263322bcadebc3:19,a3aa8203ae0398a1ef263322bcadebc3,19,20,,,123,lVùng đệm (Buffer) lQuản lý lỗi vào ra lKỹ thuật SPOOL Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.1 Vùng đệm
a3aa8203ae0398a1ef263322bcadebc3:20,a3aa8203ae0398a1ef263322bcadebc3,20,21,,,521,"Khái niệm chung Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.1 Vùng đệm l Đặc trưng của Tbnv: hoạt động chậm l Kích hoạt thiết bị l Chờ đợi thiết bị đạt được trạng thái h/động thích hợp l Chờ đợi các thao tác vào ra được thực hiện l Đảm bảo hiệu năng của hệ thống cần l Giảm số lượng thao tác vào ra, làm việc với từng khối dữ liệu l Thực hiện song song thao tác vào ra với các t/tác khác l Thực hiện trước các phép truy nhập Vùng đệm: Vùng nhớ trung gian, làm nơi lưu trữ thông tin trong các thao tác vào ra"
a3aa8203ae0398a1ef263322bcadebc3:21,a3aa8203ae0398a1ef263322bcadebc3,21,22,,,255,"Phân loại vùng đệm 1 Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.1 Vùng đệm l Vùng đệm vào l Có thể thực hiện ngay phép truy nhập dữ liệu l Ví dụ đọc đĩa l Vùng đệm ra l Thông tin được đưa ra vùng đệm, khi nào vùng đệm đầy sẽ đưa ra thiết bị"
a3aa8203ae0398a1ef263322bcadebc3:22,a3aa8203ae0398a1ef263322bcadebc3,22,23,,,681,"Phân loại vùng đệm 2 Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.1 Vùng đệm l Vùng đệm gắn với thiết bị l Được xây dựng khi mở thiết bị/file l Phục vụ riêng cho thiết bị bị xóa khi đóng thiết bị l Thích hợp khi các thiết bị có cấu trúc bản ghi vật lý khác nhau l Vùng đệm gắn với hệ thống l Xây dựng khi khởi tạo hệ thống, không gắn với thiết bị cụ thể l Tồn tại trong suốt quá trình hoạt động của hệ thống l Mở file/thiết bị ⇒ Gắn với 1 vùng đệm có sẵn l Khi đóng file/thiết bị⇒ vùng đệm được trả về hệ thống l Thích hợp khi các thiết bị có cấu trúc bản ghi vật lý chung l Tránh việc tạo xóa vùng đệm nhiều lần l Vùng đệm trở thành các tài nguyên găng ⇒ phải điều độ"
a3aa8203ae0398a1ef263322bcadebc3:23,a3aa8203ae0398a1ef263322bcadebc3,23,24,,,226,Phân loại vùng đệm 3 Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.1 Vùng đệm l Vùng đệm trung chuyển l Vùng đệm vào l Vùng đệm ra l Vùng đệm xử lý l Vùng đệm vòng tròn l Vùng đệm vào l Vùng đệm ra l Vùng đệm xử lý
a3aa8203ae0398a1ef263322bcadebc3:24,a3aa8203ae0398a1ef263322bcadebc3,24,25,,,134,lVùng đệm (Buffer) lQuản lý lỗi vào ra lKỹ thuật SPOOL Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2. 2 Quản lý lỗi vào ra
a3aa8203ae0398a1ef263322bcadebc3:25,a3aa8203ae0398a1ef263322bcadebc3,25,26,,,487,"Đặt vấn đề Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.2 Quản lý lỗi vào ra l Lỗi luôn có thể xảy ra tại mọi bộ phận của hệ thống l Phần cứng: Intel 486? l Phần mềm: Win 98 ? l Tbnv: Hay gặp lỗi do tác động của môi trường l Xử lý lỗi ⇒ Trách nhiệm của hệ thống l Được quan tâm ngay tại giai đoạn thiết kế, chế tạo l Kiểm tra chẵn/lẻ (parity check) l Tổng kiểm tra (check sum) l Các phép kiểm tra do phần cứng/phần mềm đảm nhiệm l Yêu cầu sử dụng linh hoạt các phép kiểm tra"
a3aa8203ae0398a1ef263322bcadebc3:26,a3aa8203ae0398a1ef263322bcadebc3,26,27,,,552,"Xử lý lỗi Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.2 Quản lý lỗi vào ra l Phát hiện lỗi -> hệ thống cố gắng khắc phục bằng cách t/hiện lại nhiều lần l Nếu lỗi ổn định ⇒Cố gắng khôi phục lại thông tin ban đầu l Trường hợp lưu trữ, để đảm bảo chất lượng thông tin l TBĐK đọc lại kết quả vừa lưu trữ l So sánh với thông tin gốc/So sánh 2 tổng kiểm tra l Kết quả báo cho hệ thống để có xử lý tương ứng ⇒ Lặp lại thao tác/ Thông báo lỗi l Thiết bị vào ra thường cung cấp mã trả về (return code) l Phân tích và đánh giá dựa trên mã nhận được"
a3aa8203ae0398a1ef263322bcadebc3:27,a3aa8203ae0398a1ef263322bcadebc3,27,28,,,129,lVùng đệm (Buffer) lQuản lý lỗi vào ra lKỹ thuật SPOOL Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.3 Kỹ thuật SPOOL
a3aa8203ae0398a1ef263322bcadebc3:28,a3aa8203ae0398a1ef263322bcadebc3,28,29,,,560,"Kỹ thuật SPOOL (Simultaneous peripheral operation on-line) Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.3 Kỹ thuật SPOOL l Trên phương diện lập trình, Tbvr là l Trạm nhận các yêu cầu từ chương trình và thực hiện l Trả các mã trạng thái để hệ thống phân tích -> có thể dùng phần mềm mô phỏng các Tbvr l Tbvr có thể coi như tiến trình l Được điều độ theo quy tắc quản lý TT l Mục đích l Mô phỏng quá trình điều khiển, quản lý Tbnv l Kiểm tra hoạt động của các thiết bị đang chế tạo l Tạo hiệu ứng sử dụng song song cho các thiết bị truy nhập tuần tự"
a3aa8203ae0398a1ef263322bcadebc3:29,a3aa8203ae0398a1ef263322bcadebc3,29,30,,,106,Kỹ thuật SPOOL: Ví dụ máy in ảo Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.3 Kỹ thuật SPOOL
a3aa8203ae0398a1ef263322bcadebc3:30,a3aa8203ae0398a1ef263322bcadebc3,30,31,,,116,Chương 5: Quản lý vào ra 2. Dịch vụ vào ra của hệ thống 2.3 Kỹ thuật SPOOL Kỹ thuật SPOOL: Ví dụ nhập xuất thông tin
a3aa8203ae0398a1ef263322bcadebc3:31,a3aa8203ae0398a1ef263322bcadebc3,31,32,,,99,①Nguyên tắc quản lý chung ②Dịch vụ vào ra của hệ thống ③Hệ thống vào ra đĩa Chương 5 Quản lý vào ra
a3aa8203ae0398a1ef263322bcadebc3:32,a3aa8203ae0398a1ef263322bcadebc3,32,33,,,109,lCấu trúc đĩa từ lĐiều phối truy nhập đĩa Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3.1 Cấu trúc đĩa từ
a3aa8203ae0398a1ef263322bcadebc3:33,a3aa8203ae0398a1ef263322bcadebc3,33,34,,,393,Cấu trúc Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3.1 Cấu trúc đĩa từ l Mô hình hóa như mảng một chiều các khối logic l Khối logic là đơn vị trao đổi nhỏ nhất l Ánh xạ liên tiếp các khối logic tới các sector của đĩa l Khối 0 là sector đầu mặt 0 rãnh/Cylinder ngoài cùng l Ánh xạ theo trật tự: Sector → Header → Track/Cylinder l Ít phải dịch chuyển đầu từ khi đọc các sector kế tiếp nhau
a3aa8203ae0398a1ef263322bcadebc3:34,a3aa8203ae0398a1ef263322bcadebc3,34,35,,,534,Vấn đề truy nhập đĩa Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3.1 Cấu trúc đĩa từ l HĐH có trách nhiệm sử dụng hiệu quả phần cứng l Với đĩa: Thời gian truy nhập nhanh và băng thông cao l Băng thông được tính dựa trên l Tổng số bytes đã trao đổi l Khoảng t/gian từ y/cầu dịch vụ đầu tiên cho tới khi hoàn thành l Thời gian truy nhập gồm 2 phần l T/gian định vị (seek time) : T/gian dịch chuyển đầu từ tới cylinders chứa sector cần truy nhập l Độ trễ quay (Rotational latency) :T/gian chờ đợi để đĩa quay tới sector cần truy nhập
a3aa8203ae0398a1ef263322bcadebc3:35,a3aa8203ae0398a1ef263322bcadebc3,35,36,,,368,Vấn đề truy nhập đĩa Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3.1 Cấu trúc đĩa từ l Mục đích: cực tiểu hóa thời gian định vị l Thời gian định vị ≈khoảng cách dịch chuyển l Hàng đợi yêu cầu l Đĩa và bộ đ/khiển l sẵn sàng -> y/cầu truy nhập đc thực hiện ngay l chưa sẵn sàng -> y/cầu đc đặt trong hàng đợi l Hoàn thành 1 y/cầu truy nhập đĩa -> lựa chọn y/cầu nào?
a3aa8203ae0398a1ef263322bcadebc3:36,a3aa8203ae0398a1ef263322bcadebc3,36,37,,,117,lCấu trúc đĩa từ lĐiều phối truy nhập đĩa Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3.2 Điều phối truy nhập đĩa
a3aa8203ae0398a1ef263322bcadebc3:37,a3aa8203ae0398a1ef263322bcadebc3,37,38,,,348,"Các thuật toán Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Tồn tại một số t/toán điều phối dịch vụ cho y/cầu vào ra đĩa FCFS:First Come First Served SSTF: Shortest Seek Time First SCAN C-SCAN: Circular SCAN LOOK/C-LOOK Giả thiết l Các yêu cầu truy nhập 98, 183, 37, 122, 14, 124, 65, 67 l Đầu đọc đang ở cylinder 53"
a3aa8203ae0398a1ef263322bcadebc3:38,a3aa8203ae0398a1ef263322bcadebc3,38,39,,,216,"FCFS Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Truy nhập theo trật tự yêu cầu ⇒Không hiệu quả Yêu cầu truy nhập 98, 183, 37, 122, 14, 124, 65, 67 45 85 59 85 108 110 2 146 Tổng: 630"
a3aa8203ae0398a1ef263322bcadebc3:39,a3aa8203ae0398a1ef263322bcadebc3,39,40,,,311,"SSTF Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Chọn truy nhập có t/gian định vị từ vị trí hiện tại nhỏ nhất ⇒Có thể tồn tại y/c phải đợi vô hạn do y/c mới x/hiện gần đầu đọc hơn (tương tự SJF) Yêu cầu truy nhập 98, 183, 37, 122, 14, 124, 65, 67 12 2 2 23 84 24 59 30 Tổng: 236"
a3aa8203ae0398a1ef263322bcadebc3:40,a3aa8203ae0398a1ef263322bcadebc3,40,41,,,331,"SCAN Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Đầu từ dich chuyển từ cylinder ngoài cùng đến cylinder trong cùng và quay ngược lại. Phục vụ cho các yêu cầu gặp trên đường đi Yêu cầu truy nhập 98, 183, 37, 122, 14, 124, 65, 67 15 23 24 65 2 31 2 14 Tổng: 235 59 Đầu từ đang dịch về phía cylinder 0"
a3aa8203ae0398a1ef263322bcadebc3:41,a3aa8203ae0398a1ef263322bcadebc3,41,42,,,702,"C-SCAN Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Nguyên tắc: Xử lý các cylinders như một danh sách nối vòng: Cylinder ngoài cùng nối tiếp với cylinder trong cùng l Đầu từ d/chuyển từ cylinder ngoài cùng -> cylinder trong cùng l Phục vụ cho các y/cầu gặp trên đường đi l Khi tới Cylinder trong cùng, quay ngược lại Cylinder ngoài cùng l Không phục vụ cho các y/cầu gặp trên đường đi l Nhận xét: l Thu được thời gian đợi đồng nhất hơn thuật toán SCAN l Khi đầu đọc đạt tới 1 phía của đĩa (cylinders trong cùng, ngoài cùng), mật độ các y/cầu xuất hiện ở phía bên kia > vị trí hiện tại (do vừa đi qua). l Các y/cầu này cũng đợi lâu hơn ⇒ Quay ngay lập tức về phía bên kia"
a3aa8203ae0398a1ef263322bcadebc3:42,a3aa8203ae0398a1ef263322bcadebc3,42,43,,,262,"C-SCAN Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Đầu từ dich chuyển từ cylinder ngoài cùng đến cylinder trong cùng và quay ngược lại. Phục vụ cho các yêu cầu gặp trên đường đi Yêu cầu truy nhập 98, 183, 37, 122, 14, 124, 65, 67"
a3aa8203ae0398a1ef263322bcadebc3:43,a3aa8203ae0398a1ef263322bcadebc3,43,44,,,284,"LOOK/ C-LOOK Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa Phiên bản của SCAN/C-SCAN: Đầu đọc không di chuyển tới các cylinders ngoài/trong cùng mà chỉ đến các y/cầu xa nhất về 2 phía rồi quay lại ngay Yêu cầu truy nhập 98, 183, 37, 122, 14, 124, 65, 67"
a3aa8203ae0398a1ef263322bcadebc3:44,a3aa8203ae0398a1ef263322bcadebc3,44,45,,,749,"Vấn đề lựa chọn thuật toán Chương 5: Quản lý vào ra 3. Hệ thống vào ra đĩa 3. 2 Điều phối truy nhập đĩa l SSTF: Phổ biến, hiệu quả hơn FCFS l SCAN/C-SCAN hoạt động tốt hơn cho hệ thống có nhiều y/cầu truy nhập đĩa l Không gặp vấn đề ""starvation: chờ đợi quá lâu"" l Hiệu quả của các t/toán phụ thuộc số lượng và kiểu các y/cầu l Y/cầu truy xuất đĩa bị ảnh hưởng bởi các p/pháp phân phối đĩa cho file l P/phối liên tục: đưa ra các y/cầu truy xuất lân cận nhau l P/phối liên kết/ chỉ mục: có thể gồm các khối được phân bố rộng rãi trên đĩa l T/toán điều phối truy nhập đĩa có thể được viết như những modul riêng biệt của HĐH cho phép có thể thay thế bởi các t/toán khác khi cần thiết l Cả SSTF và LOOK đều có thể là lựa chọn hợp lý cho t/ toán mặc định"
a3aa8203ae0398a1ef263322bcadebc3:45,a3aa8203ae0398a1ef263322bcadebc3,45,46,,,260,Kết chương Chương 5: Quản lý vào ra 1. Nguyên tắc quản lý chung 1. Giới thiệu 2. Ngắt và xử lý ngắt 2. Dịch vụ vào ra của hệ thống 1. Vùng đệm (Buffer) 2. Quản lý lỗi vào ra 3. Kỹ thuật SPOOL 3. Hệ thống vào ra đĩa 1. Cấu trúc đĩa từ 2. Điều phối truy nhập đĩa
