chunk_id,document_id,order_index,page,end_page,section,text_len,text
2d1f518956cdc4b3cf6a9447714cfcd0:10,2d1f518956cdc4b3cf6a9447714cfcd0,10,11,,,534,"Thư mục file hello.c vi trí Write(SoNT.dat, 17) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Ghi file l Lời gọi hệ thống Write() yêu cầu tên file và dữ liệu được ghi l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ ghi (write pointer) để chỉ ra vị trí ghi l Con trỏ ghi thay đổi sau mỗi thao tác ghi Không gian lưu trữ Kiemtra.pdf 235 17 wp Write(SoNT.dat, 19) 19 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:11,2d1f518956cdc4b3cf6a9447714cfcd0,11,12,,,557,"Thư mục file hello.c vi trí Write(SoNT.dat, 17) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Ghi file l Lời gọi hệ thống Write() yêu cầu tên file và dữ liệu được ghi l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ ghi (write pointer) để chỉ ra vị trí ghi l Con trỏ ghi thay đổi sau mỗi thao tác ghi Không gian lưu trữ Kiemtra.pdf 235 17 wp Write(SoNT.dat, 19) 19 Write(SoNT.dat, 23) 23 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:12,2d1f518956cdc4b3cf6a9447714cfcd0,12,13,,,580,"Thư mục file hello.c vi trí Write(SoNT.dat, 17) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Ghi file l Lời gọi hệ thống Write() yêu cầu tên file và dữ liệu được ghi l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ ghi (write pointer) để chỉ ra vị trí ghi l Con trỏ ghi thay đổi sau mỗi thao tác ghi Không gian lưu trữ Kiemtra.pdf 235 17 wp Write(SoNT.dat, 19) 19 Write(SoNT.dat, 23) 23 Write(SoNT.dat, 29) 29 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:13,2d1f518956cdc4b3cf6a9447714cfcd0,13,14,,,534,"Thư mục file hello.c vi trí Buf =Read(SoNT.dat) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Đọc file l Lời gọi hệ thống Read() yêu cầu tên file và vùng đệm ghi KQ l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ đọc (read pointer) chỉ ra vị trí được đọc l Con trỏ đọc thay đổi sau mỗi thao tác đọc dữ liệu Không gian lưu trữ Kiemtra.pdf 235 17 rp 19 23 29 Buf:17 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:14,2d1f518956cdc4b3cf6a9447714cfcd0,14,15,,,534,"Thư mục file hello.c vi trí Buf =Read(SoNT.dat) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Đọc file l Lời gọi hệ thống Read() yêu cầu tên file và vùng đệm ghi KQ l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ đọc (read pointer) chỉ ra vị trí được đọc l Con trỏ đọc thay đổi sau mỗi thao tác đọc dữ liệu Không gian lưu trữ Kiemtra.pdf 235 17 rp 19 23 29 Buf:19 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:15,2d1f518956cdc4b3cf6a9447714cfcd0,15,16,,,534,"Thư mục file hello.c vi trí Buf =Read(SoNT.dat) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Đọc file l Lời gọi hệ thống Read() yêu cầu tên file và vùng đệm ghi KQ l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ đọc (read pointer) chỉ ra vị trí được đọc l Con trỏ đọc thay đổi sau mỗi thao tác đọc dữ liệu Không gian lưu trữ Kiemtra.pdf 235 17 rp 19 23 29 Buf:23 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:16,2d1f518956cdc4b3cf6a9447714cfcd0,16,17,,,594,"Thư mục file hello.c vi trí Buf =Read(SoNT.dat) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Đọc file l Lời gọi hệ thống Read() yêu cầu tên file và vùng đệm ghi KQ l Dùng tên file, tìm kiếm file trong thư mục file l Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ l Hệ thống lưu con trỏ đọc (read pointer) chỉ ra vị trí được đọc l Con trỏ đọc thay đổi sau mỗi thao tác đọc dữ liệu Không gian lưu trữ Kiemtra.pdf 235 17 rp 19 23 29 Buf:29 l Dùng một con trỏ cho cả thao tác đọc và ghi: con trỏ file hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:17,2d1f518956cdc4b3cf6a9447714cfcd0,17,18,,,458,"Thư mục file hello.c vi trí Delete(SoNT.dat) SoNT.dat vi trí 19/04/2011 Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Xóa file l Dùng tên file, tìm kiếm file trong thư mục file l Vùng nhớ được xác định bởi 2 trường vị trí và kích thước được giải phóng để có thể sử dụng lại bởi các file khác l Xóa phần tử tương ứng trong thư mục file l Xóa logic / xóa vật lý Không gian lưu trữ Kiemtra.pdf 235 17 19 23 29 hello.c"
2d1f518956cdc4b3cf6a9447714cfcd0:18,2d1f518956cdc4b3cf6a9447714cfcd0,18,19,,,505,Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Thay đổi vị trí trong file và thu gọn file l Thay đổi vị trí trong file l Duyệt thư mục để tìm phần tử tương ứng l Con trỏ file được thay bằng giá trị thích hợp l Thao tác này không yêu cầu một hoạt động vào/ra l Thu gọn file l Được sử dụng khi người sử dụng muốn xóa nội dung file nhưng vẫn giữ nguyên các thuộc tính l Tìm kiếm file trong thư mục file l Đặt kích thước file về 0 l Giải phóng vùng nhớ dành cho file
2d1f518956cdc4b3cf6a9447714cfcd0:19,2d1f518956cdc4b3cf6a9447714cfcd0,19,20,,,387,"Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản : Một số thao tác khác l Ngoài các thao tác cơ bản, còn tồn tại nhiều thao tác khác l Thêm dữ liệu vào cuối file (append) l Lấy/đặt thông tin thuộc tính file l Đổi tên file l Có thể được đảm bảo thông qua các thao tác cơ bản. Ví dụ copy file l Tạo file mới l Đọc dữ liệu từ file cũ l Ghi ra file mới"
2d1f518956cdc4b3cf6a9447714cfcd0:20,2d1f518956cdc4b3cf6a9447714cfcd0,20,21,,,956,"Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.1 Khái niệm file Các thao tác cơ bản: Đóng mở file l Các thao tác file phải duyệt thư mục file ⇒ Lãng phí thời gian l Để giải quyết, các tiến trình phải thực hiện mở file (open) trước khi thao tác với file l Thao tác mở file: tìm kiếm file trong thư mục file l Chép phần tử tương ứng vào bảng file mở l Chứa thông tin về các file đang được mở l Trả lại con trỏ của phần tử tương ứng trong bản file mở l Khi có yêu cầu, HĐH tìm kiếm trong bảng file mở l Dùng con trỏ trả về của thao tác mở file l Khi không sử dụng file nữa cần phải đóng (close) file. l HĐH sẽ loại bỏ phần tử tương ứng trong bảng file mở l Thao tác đóng/mỏ file trong môi trường đa người dùng l Dùng 2 loại bảng file mở: Cho từng tiến trình và cho hệ thống l Ghi lại số tiến trình đang mở file (File Open Counter) l Tăng/Giảm bộ đếm khi có tiến trình mở/đóng file l Xóa p/tử tương ứng trong bảng file mở mức hệ thống khi bộ đếm bằng không"
2d1f518956cdc4b3cf6a9447714cfcd0:21,2d1f518956cdc4b3cf6a9447714cfcd0,21,22,,,103,lKhái niệm file lCấu trúc thư mục Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục
2d1f518956cdc4b3cf6a9447714cfcd0:22,2d1f518956cdc4b3cf6a9447714cfcd0,22,23,,,246,"Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục Các phân vùng (Partition) l Đĩa được chia thành nhiều phân vùng Partitions, Minidisks, Volumes l Mỗi phân vùng được xử lý như vùng lưu trữ phân biệt l Có thể chứa một HĐH riêng"
2d1f518956cdc4b3cf6a9447714cfcd0:23,2d1f518956cdc4b3cf6a9447714cfcd0,23,24,,,273,Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục Các phân vùng (Partition) Kết hợp một vài đĩa thành một cấu trúc logic lớn l Người dùng chỉ quan tâm tới cấu trúc file và thư mục logic l Không quan tâm tới cách phân phối vật lý không gian đĩa cho files
2d1f518956cdc4b3cf6a9447714cfcd0:24,2d1f518956cdc4b3cf6a9447714cfcd0,24,25,,,870,"Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục Các thao tác với thư mục l Mỗi một phân khu lưu các thông tin về file trong nó l Các thông tin file được lưu trữ trong thư mục thiết bị - thư mục l Thư mục là bảng chuyển cho phép ánh xạ từ một tên (file) thành một phần tử trong thư mục l Thư mục có thể được cài đặt bằng nhiều cách khác nhau l Yêu cầu các thao tác chèn, tạo mới, xóa, duyệt danh sách l Các thao tác l Tìm kiếm file: Tìm phần tử ứng với một file xác định l Tạo file: Tạo file mới cần tạo phần tử trong thư mục l Xóa file: Khi xóa file, xóa phần tử tương ứng trong thư mục l Liệt kê thư mục: Liệt kê files và nội dung phần tử tương ứng trong thư mục l Đổi tên file: Thay đổi tên file, vị trí trong cấu trúc thư mục l Duyệt hệ thống file: Truy nhập tất cả thư mục và nội dung tất cả các files trong thư mục (backup dữ liệu lên băng từ)"
2d1f518956cdc4b3cf6a9447714cfcd0:25,2d1f518956cdc4b3cf6a9447714cfcd0,25,26,,,242,"Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục Thư mục một mức l Cấu trúc đơn giản nhất, các file nằm trong cùng một thư mục l Số người dùng và số file lớn, khả năng trùng tên file cao l Mỗi người dùng một thư mục riêng"
2d1f518956cdc4b3cf6a9447714cfcd0:26,2d1f518956cdc4b3cf6a9447714cfcd0,26,27,,,467,"Thư mục một mức Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục l Mỗi người sử dụng có một thư mục riêng, khi làm việc với file chỉ duyệt thư mục riêng l Khi log in, hệ thống sẽ kiểm tra và cho phép người sử dụng làm việc với thư mục riêng l Khi thêm một người dùng l Hệ thống tạo phần tử mới trong Master file directory l Tạo ra User file directory l Giả quyết v/đề trùng tên; Hiệu quả khi người dùng độc lập l Khó khăn khi muốn dùng chung file"
2d1f518956cdc4b3cf6a9447714cfcd0:27,2d1f518956cdc4b3cf6a9447714cfcd0,27,28,,,315,Thư mục cấu trúc cây Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục l Tồn tại một đường dẫn (tương đối/tuyệt đối) đến một file l Thư mục con là file được xử lý đặc biệt (bit đánh dấu) l Các thao tác tạo/xóa/duyệt... t/hiện trên thư mục hiện thời l Xóa thư mục con ⇒ Xóa hết các cây con của nó
2d1f518956cdc4b3cf6a9447714cfcd0:28,2d1f518956cdc4b3cf6a9447714cfcd0,28,29,,,266,Thư mục dùng chung Chương 4: Quản lý hệ thống file 1. Hệ thống file 1.2 Cấu trúc thư mục l Người dùng có thể link đến một file của người dùng khác l Khi duyệt thư mục (backup) file có thể duyệt nhiều lần l Xóa file: liên kết/ nội dung (người tạo file /liên kết cuối)
2d1f518956cdc4b3cf6a9447714cfcd0:29,2d1f518956cdc4b3cf6a9447714cfcd0,29,30,,,113,①Hệ thống file ②Cài đặt hệ thống file ③Tổ chức thông tin trên đĩa từ ④Hệ thống FAT Chương 4 Quản lý hệ thống file
2d1f518956cdc4b3cf6a9447714cfcd0:30,2d1f518956cdc4b3cf6a9447714cfcd0,30,31,,,161,lCài đặt thư mục lCác phương pháp phân phối vùng lưu trữ lQuản lý vùng lưu trữ tự do Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2.1 Cài đặt thư mục
2d1f518956cdc4b3cf6a9447714cfcd0:31,2d1f518956cdc4b3cf6a9447714cfcd0,31,32,,,551,Phương pháp Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2.1 Cài đặt thư mục ① Danh sách tuyến tính với con trỏ tới các khối dữ liệu l Đơn giản cho lập trình l Tốn thời gian khi thực hiện các thao tác với thư mục l Phải duyệt toàn bộ danh sách ⇐ Dùng cây nhị phân? ② Bảng băm - Bảng băm với danh sách tuyến tính l Giảm thời gian duyệt thư mục l Đòi hỏi có một hàm băm hiệu quả l Vấn đề đụng độ ← hàm băm trả về cùng một kết quả với 2 tên file khác nhau l Vấn đề kích thước cố định → Tăng kích thước phải tính toán lại những phần đã tồn tại
2d1f518956cdc4b3cf6a9447714cfcd0:32,2d1f518956cdc4b3cf6a9447714cfcd0,32,33,,,97,Danh sách tuyến tính Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2.1 Cài đặt thư mục
2d1f518956cdc4b3cf6a9447714cfcd0:33,2d1f518956cdc4b3cf6a9447714cfcd0,33,34,,,85,Bảng băm Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2.1 Cài đặt thư mục
2d1f518956cdc4b3cf6a9447714cfcd0:34,2d1f518956cdc4b3cf6a9447714cfcd0,34,35,,,85,Bảng băm Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2.1 Cài đặt thư mục
2d1f518956cdc4b3cf6a9447714cfcd0:35,2d1f518956cdc4b3cf6a9447714cfcd0,35,36,,,161,lCài đặt thư mục lCác phương pháp phân phối vùng lưu trữ lQuản lý vùng lưu trữ tự do Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2.1 Cài đặt thư mục
2d1f518956cdc4b3cf6a9447714cfcd0:36,2d1f518956cdc4b3cf6a9447714cfcd0,36,37,,,367,Mục đích l Tăng hiệu năng truy nhập tuần tự l Dễ dàng truy nhập ngẫu nhiên tới file l Dễ dàng quản lý file Phương pháp l Phân phối liên tục (Continuous Allocation) l Phân phối liên kết (Linked List Allocation) l Phân phối chỉ mục (Indexed Allocation) Các phương pháp Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ
2d1f518956cdc4b3cf6a9447714cfcd0:37,2d1f518956cdc4b3cf6a9447714cfcd0,37,38,,,179,Phân phối liên tục Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ liên tiếp nhau
2d1f518956cdc4b3cf6a9447714cfcd0:38,2d1f518956cdc4b3cf6a9447714cfcd0,38,39,,,179,Phân phối liên tục Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ liên tiếp nhau
2d1f518956cdc4b3cf6a9447714cfcd0:39,2d1f518956cdc4b3cf6a9447714cfcd0,39,40,,,179,Phân phối liên tục Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ liên tiếp nhau
2d1f518956cdc4b3cf6a9447714cfcd0:40,2d1f518956cdc4b3cf6a9447714cfcd0,40,41,,,179,Phân phối liên tục Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ liên tiếp nhau
2d1f518956cdc4b3cf6a9447714cfcd0:41,2d1f518956cdc4b3cf6a9447714cfcd0,41,42,,,588,"Phân phối liên tục Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ l File có độ dài n và bắt đầu ở khối b sẽ chiếm các khối b, b + 1, . . . , b + n − 1 l Hai khối b và b + 1 liên tiếp nhau ⇒ Không phải dịch chuyển đầu từ khi đọc (trừ sector cuối) ⇒ Tốc độ truy nhập nhanh l Cho phép truy nhập trực tiếp khối i của file ⇒ truy nhập khối b + i − 1 trên thiết bị lưu trữ l Lựa chọn vùng trống khi có yêu cầu lưu trữ? l Các chiến lược First-Fit /Worst Fit /Best Fit l Hiện tượng phân đoạn ngoài l Khó khăn khi muốn tăng kích thước của file"
2d1f518956cdc4b3cf6a9447714cfcd0:42,2d1f518956cdc4b3cf6a9447714cfcd0,42,43,,,229,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo"
2d1f518956cdc4b3cf6a9447714cfcd0:43,2d1f518956cdc4b3cf6a9447714cfcd0,43,44,,,229,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo"
2d1f518956cdc4b3cf6a9447714cfcd0:44,2d1f518956cdc4b3cf6a9447714cfcd0,44,45,,,229,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo"
2d1f518956cdc4b3cf6a9447714cfcd0:45,2d1f518956cdc4b3cf6a9447714cfcd0,45,46,,,229,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo"
2d1f518956cdc4b3cf6a9447714cfcd0:46,2d1f518956cdc4b3cf6a9447714cfcd0,46,47,,,229,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo"
2d1f518956cdc4b3cf6a9447714cfcd0:47,2d1f518956cdc4b3cf6a9447714cfcd0,47,48,,,229,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo"
2d1f518956cdc4b3cf6a9447714cfcd0:48,2d1f518956cdc4b3cf6a9447714cfcd0,48,49,,,265,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ Nguyên tắc: File được phân phối các khối nhớ không liên tục. Cuối mỗi khối là con trỏ, trỏ tới khối tiếp theo File def gồm 5 khối: 5, 6, 8, 9, 11"
2d1f518956cdc4b3cf6a9447714cfcd0:49,2d1f518956cdc4b3cf6a9447714cfcd0,49,50,,,872,"Phân phối liên kết Chương 4: Quản lý hệ thống file 2. Cài đặt hệ thống file 2. 2 Các phương pháp phân phối vùng lưu trữ l Chỉ áp dụng hiệu quả cho các file truy nhập tuần tự l Để truy nhập khối thứ n, phải duyệt qua n − 1 khối trước đó l Các khối không liên tục, phải định vị lại đầu từ l Tốc độ truy nhập chậm l Các khối trong file được liên kết bởi con trỏ. Nếu con trỏ lỗi? l Bị mất dư liệu do mất liên kết tới khối l Liên kết tới khối không có dữ liệu hoặc khối của file khác l Giải quyết: Sử dụng nhiều con trỏ trong mỗi khối ⇒Tốn nhớ l Áp dụng: FAT l Được sử dụng như danh sách liên kết l Gồm nhiều phần tử, mỗi phần tử ứng với một khối l Mỗi phần tử trong FAT, chứa khối tiếp theo của file l Khối cuối cùng có giá trị đặc biệt (FFFF) l Khối bị hỏng có giá trị (FFF7) l Khối chưa sử dụng có giá trị (0) l Trường vị trí trong bản ghi file, chứa khối đầu tiên của file"
